ID,SciName,Name,Total,IdUbication,Ubication,Lat,Long,Date
OBS1392576802,Phylloscopus trochilus,Willow Warbler,3,L4652966,Cabo de Palos,376.360.189,-0.6890166,01/05/2021
OBS1415924881,Hippolais polyglotta,Melodious Warbler,1,L4652966,Cabo de Palos,376.360.189,-0.6890166,01/05/2021
OBS1379077181,Lanius senator,Woodchat Shrike,1,L4652966,Cabo de Palos,376.360.189,-0.6890166,01/05/2021
OBS1344504273,Curruca melanocephala,Sardinian Warbler,5,L4652966,Cabo de Palos,376.360.189,-0.6890166,01/05/2021
OBS1340046565,Aythya ferina,Common Pochard,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1339493439,Chloris chloris,European Greenfinch,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1351202805,Circus pygargus,Montagu's Harrier,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1329641210,Cecropis daurica,Red-rumped Swallow,12,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1441973966,Acrocephalus scirpaceus,Common Reed Warbler,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1343235261,Delichon urbicum,Common House-Martin,12,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1335267943,Larus michahellis,Yellow-legged Gull,7,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1438653765,Columba palumbus,Common Wood-Pigeon,4,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1435789564,Curruca melanocephala,Sardinian Warbler,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1428742952,Columba palumbus,Common Wood-Pigeon,7,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1350688359,Motacilla alba,White Wagtail,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1321416050,Sternula albifrons,Little Tern,20,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1366230014,Calidris alpina,Dunlin,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1440589608,Charadrius alexandrinus,Kentish Plover,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1437355370,Emberiza calandra,Corn Bunting,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1318916054,Sturnus unicolor,Spotless Starling,4,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1405107070,Calidris alba,Sanderling,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1400742244,Motacilla alba,White Wagtail,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1422084233,Pica pica,Eurasian Magpie,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1318116473,Gallinula chloropus,Eurasian Moorhen,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1321302599,Serinus serinus,European Serin,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1379218522,Streptopelia decaocto,Eurasian Collared-Dove,6,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1353771682,Ardeola ralloides,Squacco Heron,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1324021687,Phoenicopterus roseus,Greater Flamingo,22,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1388591727,Streptopelia turtur,European Turtle-Dove,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1321510539,Podiceps nigricollis,Eared Grebe,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1408151636,Bubulcus ibis,Cattle Egret,8,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1343108473,Lanius senator,Woodchat Shrike,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1373493072,Chroicocephalus genei,Slender-billed Gull,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1421064974,Himantopus himantopus,Black-winged Stilt,5,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1366883674,Bubulcus ibis,Cattle Egret,24,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1379194997,Passer domesticus,House Sparrow,14,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1316400983,Tringa nebularia,Common Greenshank,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1344012198,Anas platyrhynchos,Mallard,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1418326262,Serinus serinus,European Serin,7,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1407714774,Chloris chloris,European Greenfinch,5,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1364470327,Sternula albifrons,Little Tern,8,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1430788710,Falco tinnunculus,Eurasian Kestrel,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1419579213,Charadrius alexandrinus,Kentish Plover,7,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1345466476,Hirundo rustica,Barn Swallow,9,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1427941112,Lanius senator,Woodchat Shrike,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1355519272,Larus michahellis,Yellow-legged Gull,12,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1382031046,Myiopsitta monachus,Monk Parakeet,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1358980405,Charadrius hiaticula,Common Ringed Plover,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1333283072,Arenaria interpres,Ruddy Turnstone,14,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1311220587,Sturnus unicolor,Spotless Starling,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1363486234,Cisticola juncidis,Zitting Cisticola,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1319669411,Passer domesticus,House Sparrow,8,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1310454764,Chroicocephalus ridibundus,Black-headed Gull,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1322749633,Egretta garzetta,Little Egret,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1398732362,Tringa nebularia,Common Greenshank,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1312851055,Chroicocephalus genei,Slender-billed Gull,4,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1324090934,Aythya ferina,Common Pochard,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1332065947,Podiceps cristatus,Great Crested Grebe,5,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1378895732,Ardea cinerea,Gray Heron,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1380918054,Turdus merula,Eurasian Blackbird,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1351104793,Curruca melanocephala,Sardinian Warbler,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1442961112,Galerida cristata,Crested Lark,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1381496812,Egretta garzetta,Little Egret,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,02/05/2021
OBS1372044305,Myiopsitta monachus,Monk Parakeet,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1420684624,Phoenicopterus roseus,Greater Flamingo,8,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1404795283,Larus michahellis,Yellow-legged Gull,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1403712882,Charadrius dubius,Little Ringed Plover,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1349947009,Arenaria interpres,Ruddy Turnstone,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1413098006,Himantopus himantopus,Black-winged Stilt,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1438653762,Tringa totanus,Common Redshank,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1374053969,Tringa totanus,Common Redshank,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1350450838,Phoenicopterus roseus,Greater Flamingo,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1385044405,Myiopsitta monachus,Monk Parakeet,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1311362043,Passer domesticus,House Sparrow,7,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1423938629,Charadrius alexandrinus,Kentish Plover,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1380120514,Egretta garzetta,Little Egret,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1410791509,Chroicocephalus genei,Slender-billed Gull,4,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1434427730,Anas platyrhynchos,Mallard,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1351104786,Sturnus unicolor,Spotless Starling,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1379784372,Streptopelia decaocto,Eurasian Collared-Dove,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1398139443,Motacilla alba,White Wagtail,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1333358648,Chroicocephalus genei,Slender-billed Gull,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1394865059,Passer domesticus,House Sparrow,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1358116692,Egretta garzetta,Little Egret,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1392576794,Cecropis daurica,Red-rumped Swallow,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1392540520,Motacilla alba,White Wagtail,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1310400664,Charadrius hiaticula,Common Ringed Plover,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1339515596,Delichon urbicum,Common House-Martin,4,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1325026536,Hirundo rustica,Barn Swallow,7,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1366295826,Pluvialis squatarola,Black-bellied Plover,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1357445210,Ardea cinerea,Gray Heron,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1438673264,Sternula albifrons,Little Tern,3,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1422747540,Himantopus himantopus,Black-winged Stilt,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1366295841,Charadrius alexandrinus,Kentish Plover,6,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1336450737,Charadrius hiaticula,Common Ringed Plover,4,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1399097372,Sterna hirundo,Common Tern,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,02/05/2021
OBS1314397714,Anas platyrhynchos,Mallard,4,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1311285439,Calidris alba,Sanderling,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1443188628,Egretta garzetta,Little Egret,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1386351369,Chloris chloris,European Greenfinch,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1365488833,Arenaria interpres,Ruddy Turnstone,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1427349139,Phoenicopterus roseus,Greater Flamingo,22,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1310454770,Sturnus unicolor,Spotless Starling,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1640513095,Gelochelidon nilotica,Gull-billed Tern,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1342459106,Falco tinnunculus,Eurasian Kestrel,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1350111071,Actitis hypoleucos,Common Sandpiper,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1317328729,Larus michahellis,Yellow-legged Gull,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1338296877,Charadrius hiaticula,Common Ringed Plover,4,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1329409489,Falco tinnunculus,Eurasian Kestrel,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1334927498,Calidris alba,Sanderling,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1372246800,Bubulcus ibis,Cattle Egret,11,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1343809479,Tadorna tadorna,Common Shelduck,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1375840146,Chroicocephalus genei,Slender-billed Gull,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1380418082,Passer domesticus,House Sparrow,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1312227784,Haematopus ostralegus,Eurasian Oystercatcher,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1390036847,Tringa totanus,Common Redshank,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1381498076,Sterna hirundo,Common Tern,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1324100005,Larus michahellis,Yellow-legged Gull,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1402039890,Bubulcus ibis,Cattle Egret,11,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1317336424,Chroicocephalus genei,Slender-billed Gull,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1343314072,Sternula albifrons,Little Tern,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1418266524,Charadrius alexandrinus,Kentish Plover,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1341319380,Columba palumbus,Common Wood-Pigeon,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1332593279,Sternula albifrons,Little Tern,9,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1434452891,Ichthyaetus audouinii,Audouin's Gull,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1324096848,Ardea cinerea,Gray Heron,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1405712575,Tringa nebularia,Common Greenshank,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1314338798,Apus apus,Common Swift,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1419113005,Tringa nebularia,Common Greenshank,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1440593174,Sturnus unicolor,Spotless Starling,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1437302045,Columba palumbus,Common Wood-Pigeon,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1314342101,Passer domesticus,House Sparrow,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1340983261,Podiceps cristatus,Great Crested Grebe,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1381793679,Charadrius alexandrinus,Kentish Plover,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1338718290,Ichthyaetus audouinii,Audouin's Gull,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1356089859,Himantopus himantopus,Black-winged Stilt,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1311996040,Tadorna tadorna,Common Shelduck,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1430636089,Haematopus ostralegus,Eurasian Oystercatcher,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1429832911,Tadorna tadorna,Common Shelduck,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1400869340,Apus apus,Common Swift,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1405013281,Ardea cinerea,Gray Heron,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1429855418,Actitis hypoleucos,Common Sandpiper,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1342467814,Hirundo rustica,Barn Swallow,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1403972550,Egretta garzetta,Little Egret,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1544414208,Anas platyrhynchos,Mallard,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1429853586,Haematopus ostralegus,Eurasian Oystercatcher,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1380507702,Columba livia,Rock Pigeon,20,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1438624233,Anas platyrhynchos,Mallard,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1334734402,Ichthyaetus audouinii,Audouin's Gull,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1372117444,Arenaria interpres,Ruddy Turnstone,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1379251609,Charadrius hiaticula,Common Ringed Plover,4,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1310653361,Chroicocephalus genei,Slender-billed Gull,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1343921687,Calidris alba,Sanderling,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1410397717,Tringa nebularia,Common Greenshank,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1313344294,Gelochelidon nilotica,Gull-billed Tern,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1416083282,Hirundo rustica,Barn Swallow,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1640201645,Ardea cinerea,Gray Heron,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1434220657,Phoenicopterus roseus,Greater Flamingo,22,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1328688179,Himantopus himantopus,Black-winged Stilt,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1355520883,Egretta garzetta,Little Egret,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1407731114,Himantopus himantopus,Black-winged Stilt,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1392924251,Chloris chloris,European Greenfinch,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1338732596,Charadrius hiaticula,Common Ringed Plover,2,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1334107593,Sterna hirundo,Common Tern,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1322050410,Actitis hypoleucos,Common Sandpiper,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1428746922,Columba livia,Rock Pigeon,20,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1378886513,Sternula albifrons,Little Tern,9,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1308575133,Podiceps cristatus,Great Crested Grebe,1,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1316975308,Arenaria interpres,Ruddy Turnstone,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1387776026,Charadrius alexandrinus,Kentish Plover,3,L5171766,Marina del Carmolí,377.016.827,-0.8547020,03/05/2021
OBS1393508036,Phoenicopterus roseus,Greater Flamingo,4,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1370495198,Hirundo rustica,Barn Swallow,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1378553491,Linaria cannabina,Eurasian Linnet,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1421284769,Actitis hypoleucos,Common Sandpiper,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1415335661,Ardea cinerea,Gray Heron,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1310826519,Egretta garzetta,Little Egret,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1368660613,Himantopus himantopus,Black-winged Stilt,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1363727862,Delichon urbicum,Common House-Martin,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1400742239,Charadrius hiaticula,Common Ringed Plover,12,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1402002677,Larus michahellis,Yellow-legged Gull,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1308575132,Calidris alpina,Dunlin,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,05/05/2021
OBS1332683520,Sterna hirundo,Common Tern,2,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1320669231,Streptopelia decaocto,Eurasian Collared-Dove,4,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1346792107,Hirundo rustica,Barn Swallow,11,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1425760785,Delichon urbicum,Common House-Martin,8,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1406222976,Columba palumbus,Common Wood-Pigeon,2,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1324252384,Phylloscopus trochilus,Willow Warbler,3,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1381995780,Gulosus aristotelis,European Shag,3,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1328310952,Galerida cristata,Crested Lark,3,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1347511768,Oenanthe oenanthe,Northern Wheatear,14,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1395239281,Phylloscopus bonelli,Western Bonelli's Warbler,1,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1400869350,Sturnus unicolor,Spotless Starling,21,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1366311391,Curruca iberiae,Western Subalpine Warbler,1,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1338019559,Merops apiaster,European Bee-eater,9,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1365629628,Apus apus,Common Swift,7,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1318123094,Lanius senator,Woodchat Shrike,2,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1329656499,Muscicapa striata,Spotted Flycatcher,4,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1352846004,Cecropis daurica,Red-rumped Swallow,3,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1412099919,Myiopsitta monachus,Monk Parakeet,7,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1326307087,Passer domesticus,House Sparrow,12,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1403993445,Sylvia borin,Garden Warbler,1,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1407729833,Turdus merula,Eurasian Blackbird,14,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1355450707,Curruca melanocephala,Sardinian Warbler,7,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1319016106,Larus michahellis,Yellow-legged Gull,11,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1390396679,Hippolais polyglotta,Melodious Warbler,2,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1335555548,Columba livia,Rock Pigeon,7,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1321302243,Iduna opaca,Western Olivaceous Warbler,1,L4652966,Cabo de Palos,376.360.189,-0.6890166,07/05/2021
OBS1328694971,Charadrius hiaticula,Common Ringed Plover,2,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,13/05/2021
OBS1312212846,Sterna hirundo,Common Tern,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,13/05/2021
OBS1390882214,Sturnus unicolor,Spotless Starling,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,13/05/2021
OBS1342805098,Hirundo rustica,Barn Swallow,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,13/05/2021
OBS1443157301,Sternula albifrons,Little Tern,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,13/05/2021
OBS1308649208,Ardea cinerea,Gray Heron,1,L5287538,Puerto de Los Urrutias,376.776.750,-0.8266167,13/05/2021
OBS1369508204,Sternula albifrons,Little Tern,6,L4548723,Salinas de Marchamalo,376.359.578,-0.7192612,14/05/2021
OBS1360895461,Tringa totanus,Common Redshank,1,L4548723,Salinas de Marchamalo,376.359.578,-0.7192612,14/05/2021
OBS1415973273,Charadrius alexandrinus,Kentish Plover,3,L4548723,Salinas de Marchamalo,376.359.578,-0.7192612,14/05/2021
OBS1334812641,Calidris ferruginea,Curlew Sandpiper,1,L4548723,Salinas de Marchamalo,376.359.578,-0.7192612,14/05/2021
OBS1372289917,Streptopelia turtur,European Turtle-Dove,1,L4548723,Salinas de Marchamalo,376.359.578,-0.7192612,14/05/2021
OBS1378549152,Sterna hirundo,Common Tern,14,L4548723,Salinas de Marchamalo,376.359.578,-0.7192612,14/05/2021
